Day,count,mean,std,min,25%,50%,75%,max,missing_count,missing_pct
Day_35,43.0,13.484060465327806,4.039022644288141,4.884226642590694,10.523157351357037,12.897337925337132,17.01900988092109,22.288733046658837,957,95.7
Day_36,51.0,13.270473667146875,4.183084578823478,4.77184715800172,10.09861510198488,12.656838231517916,16.626144011587577,22.699272286658555,949,94.89999999999999
Day_37,55.0,14.08878398398221,3.5378853461537796,5.511475323574421,12.35390031143902,13.838719200441185,16.47944808214528,23.225097901977797,945,94.5
Day_38,62.0,13.417705062701925,4.297260866739038,3.023970840797065,10.396657179604004,13.047838069690272,17.05800563233583,25.87283706247628,938,93.8
Day_39,66.0,13.69002414579964,3.971775138672339,3.026972706648328,10.680216953608525,13.827023146379137,16.146704942307686,24.46851696336124,934,93.4
Day_40,60.0,13.464773179005356,4.628625926921746,0.0541555269703373,11.068908409963655,13.422282451437951,16.476866214801433,22.30946545063856,940,94.0
Day_41,56.0,13.057701968782924,4.570706894771405,1.5017657841621306,9.976318623433368,13.219393607500198,16.095871657033253,23.451827319773123,944,94.39999999999999
Day_42,49.0,13.579404056385853,4.144176167339813,2.009308432814554,11.162956664005904,13.278139344530604,16.7212113902876,26.09032161593362,951,95.1
Day_43,36.0,13.34816728804909,5.363041058090251,1.3598081652506586,9.295318153012195,13.91569581577334,17.74704767044363,21.90640125220648,964,96.39999999999999
Day_44,66.0,12.998917576551738,4.518567649030329,4.913744985033978,9.63067854767197,12.298326397355659,15.675440097357995,22.71081994837354,934,93.4
Day_45,54.0,13.114868893290883,4.73376669275016,2.6871777731130315,10.092011034456128,13.332664140307907,15.807289067413434,24.075330480551777,946,94.6
Day_46,61.0,13.379766247350421,3.860154951877879,3.0581345862679656,11.061471591614302,13.247482711713708,16.11716135327986,22.732994622605524,939,93.89999999999999
Day_47,65.0,13.200312708141746,5.066652610764161,2.119678141904913,10.125197677536343,13.26789709668702,16.16924498506298,26.215232706717934,935,93.5
Day_48,55.0,13.087830142036388,3.893428777325458,0.1251747496943758,10.90160589703748,13.125700803880251,15.742270443356253,19.786020262722865,945,94.5
Day_49,50.0,12.796856073396906,4.2069689772297005,2.956802098270437,10.927449872018965,12.731816377392985,15.1549018083149,21.608461893945208,950,95.0
Day_50,61.0,12.908474506120163,4.502588837405604,2.6355835566470605,10.069469080092782,12.506861437132402,16.694277204459738,23.2230193226652,939,93.89999999999999
Day_51,58.0,13.813596902257792,4.434209992959322,4.439451821770083,11.37299168559641,13.544503918270964,16.339400512731242,24.248334608237755,942,94.19999999999999
Day_52,56.0,12.828248131478874,5.103063835405925,1.7828903963772804,9.855654194672724,12.692286274310515,16.86077277052724,23.741372269665668,944,94.39999999999999
Day_53,39.0,13.008550620075656,4.344562702716588,2.650636225031884,10.578561262240859,12.482481324790664,15.310314253761433,26.17138817137251,961,96.1
Day_54,45.0,13.231790522298112,4.100479466137474,4.12800489948982,10.309012314629982,13.487798369120451,16.492566927080524,21.520645290050368,955,95.5
Day_55,55.0,13.423401663925999,4.210457533248905,4.306486465479397,10.900855412616274,13.259228117122236,16.130438932822077,26.883231564278717,945,94.5
Day_56,51.0,13.692925034794326,4.4483338073798055,3.5977871302402757,11.571747216086866,13.537652618346751,16.72486175958886,21.96038237451183,949,94.89999999999999
Day_57,64.0,13.246779838362187,4.628302762230838,2.845399461180224,11.24547704935,13.24329982875794,16.608055220165227,26.75490000983711,936,93.60000000000001
Day_58,56.0,12.282159230195921,4.117643327825959,1.216890146386227,9.674454075624237,12.48716701553941,14.824623920681933,23.935030176615008,944,94.39999999999999
Day_59,59.0,12.276644614038377,4.829869345490917,3.815021951702072,9.10211846502007,12.187796531902258,15.829191809669528,25.269388098384685,941,94.1
Day_60,57.0,11.524534636459576,4.986042998798808,0.887653404270945,7.919046945443145,11.951369763059876,14.20592767800244,26.46249582671392,943,94.3
Day_61,58.0,10.843417074627341,5.090995839657681,0.2503331336245868,7.2614800286597685,11.832381278557513,14.69806414138014,19.969713775214316,942,94.19999999999999
Day_62,56.0,12.743309969976341,4.3649575709794055,2.4700952960174645,10.497029425287103,13.07450064079584,14.391112131786132,23.399735052962015,944,94.39999999999999
Day_63,51.0,12.751094142074589,5.085176363729292,0.9515110811332724,9.936858272735389,11.961930802005917,16.025645086560488,23.821792395798315,949,94.89999999999999
Day_64,47.0,11.972318458766543,4.748555679375273,4.112234946687414,7.919311957675449,11.914296090093911,15.089792550099215,24.38061526614324,953,95.3
Day_65,42.0,13.565771937761172,4.374309940125142,3.372243525874662,11.01961245485472,14.102945053188686,16.335052423698627,20.776615778699025,958,95.8
Day_66,57.0,12.768128205205684,4.380751408908533,2.330695683594328,10.580249237824953,12.433305687606271,16.03902156921632,24.00075663915285,943,94.3
Day_67,56.0,11.734711729220814,4.669536016814239,3.1483675758671072,8.698677157573586,11.530357007434691,14.422189960340877,24.04930840774788,944,94.39999999999999
Day_68,53.0,11.507370729118394,5.031126341805221,2.0994028266113567,7.248695483684635,11.936154786625227,14.190579948677945,22.19710145945493,947,94.69999999999999
Day_69,51.0,11.538558363038788,4.578531117375515,0.1212675708484383,8.124507122978725,11.5860919948314,15.300603442800691,20.368811041045657,949,94.89999999999999
Day_70,43.0,11.75293189412932,4.4546699448464615,2.1633873658394047,9.265937659394865,11.809634017133629,14.794806944586147,21.22492639565544,957,95.7
Day_71,45.0,9.897707872020172,5.140241746715731,1.5994810057485846,5.7914147083783,9.824236434285098,13.48422858989578,22.93089291938797,955,95.5
Day_72,56.0,12.659620641657499,4.727910510977945,1.203411502016044,9.775529315605613,12.223583558477372,15.88407068180917,21.418826942395413,944,94.39999999999999
Day_73,52.0,12.530923475059502,4.800423776823613,1.2635865161444415,9.785964318955553,12.45365761753268,15.621433884746839,23.26504326022208,948,94.8
Day_74,47.0,11.352276152914945,3.748796101502788,2.1833393823821687,8.824137499141225,11.361386209048678,13.828708512828197,20.181608164714515,953,95.3
Day_75,49.0,12.289677890873039,4.277623675615439,0.9555990698948156,9.98177863977426,12.66020157730044,15.29370097647926,20.49819074456496,951,95.1
Day_76,46.0,11.280883795228588,4.69970081684121,2.203472434522463,8.034147470252709,10.90564969081975,14.217843259095662,21.49783397507867,954,95.39999999999999
Day_77,43.0,11.098365762290753,4.413771476945041,0.4390388719924666,8.590363448987066,11.395041489319578,13.225696280050759,22.754046783505792,957,95.7
Day_78,40.0,12.02012016777152,2.9838486610785453,3.8927861589683648,10.012447139990586,12.165729057789253,14.39698125484958,17.287599631520578,960,96.0
Day_79,51.0,10.510591680026382,4.401622166989788,1.1927670295735882,7.377018646050514,10.355734953829808,14.249278082319888,19.06944712864412,949,94.89999999999999
Day_80,47.0,12.411070149319947,4.893425635521797,2.3870662669697778,9.274599649067692,12.008242712308972,15.149678251985847,24.673223852190333,953,95.3
Day_81,40.0,10.387381301771468,4.375414268038256,0.5862055464798948,6.975129484706388,10.704157580866902,13.50354875640361,19.925681814083433,960,96.0
Day_82,44.0,11.450704658285495,3.8291966161469033,3.3723159226809325,8.574373111236998,11.405880236997028,13.394671619156341,20.15704004016242,956,95.6
Day_83,51.0,11.866096054148393,4.5879904680736585,0.001645901513926,8.893633254052649,11.118509410852925,14.203036681833424,22.81182122285992,949,94.89999999999999
Day_84,44.0,10.638141346829684,3.803734134870341,0.9947855985713162,8.499609782159023,10.179186860852383,13.51193932578139,20.940515997406525,956,95.6
Day_85,44.0,11.31336162740064,4.0497890043514815,0.5603574140776527,8.912419528145042,11.115773998091711,13.903866248048816,19.80019896266669,956,95.6
Day_86,38.0,11.822334843496543,5.0153537507437616,2.943445568214167,8.713731883129812,11.41981412602183,15.524816856812356,22.848319558695373,962,96.2
Day_87,48.0,11.028190233810534,4.272333205368043,2.774906495036448,7.836971765582105,10.895891565054715,13.0579163650843,20.664810477546073,952,95.19999999999999
Day_88,34.0,11.12429567688979,4.385293046058662,0.2235542500759802,9.224933026572279,11.323434072403728,13.704644439869528,18.437408239162647,966,96.6
Day_89,46.0,13.060889699297537,3.193275014909471,8.148836069118694,10.676869966645924,12.917982456259635,15.260611044634928,20.957249241868745,954,95.39999999999999
Day_90,45.0,12.310617457005947,3.9683796194290473,1.3428253403116663,9.308715846535618,12.425486459760553,14.54465840757579,20.78055712793786,955,95.5
Day_91,46.0,11.824024513569745,3.8089849879379667,4.81790206844189,8.488232612272526,12.038529997730691,14.141231527279455,19.230863326135353,954,95.39999999999999
Day_92,49.0,11.462441348124763,4.823072980601548,1.0846496434793431,8.918617865701112,10.802667665935276,14.82857761578759,21.347849405918705,951,95.1
Day_93,46.0,11.706776415995533,4.559446808367666,1.4126216357258206,8.683595518856325,11.140436908161892,14.467264193253317,23.39317198243917,954,95.39999999999999
Day_94,39.0,11.20771468967283,4.558515053275375,0.1341682024184183,8.66549309500828,11.61950432226636,14.295858216959338,20.016901090873823,961,96.1
Day_95,47.0,10.090927687623482,4.312642672665778,0.5245831202454423,7.380135555983912,10.532195997687776,12.972080225231094,17.938031831101597,953,95.3
Day_96,47.0,9.86057697634805,4.716934551287244,0.7675436423154925,7.257863998947915,10.69686675498173,13.20149960439246,20.47000158209153,953,95.3
Day_97,38.0,9.72390595498491,4.821869212472435,0.4422997199867041,6.218178862912266,10.061286818917786,13.473050337492852,19.347255367662033,962,96.2
Day_98,43.0,10.89879367162263,4.0091375876149495,0.7734297023744867,9.035272213089403,11.15403677422877,13.779259753766674,16.66662015191513,957,95.7
Day_99,26.0,11.06085795189055,3.590806770945238,3.3570243807585323,8.825530459381934,10.206998608009641,12.841062652267148,19.190540952534143,974,97.39999999999999
Day_100,41.0,11.776050564635087,4.333912335994371,2.832657510312266,7.803249342844193,12.834968742208028,14.752959757529716,18.77421808761109,959,95.89999999999999
Day_101,43.0,11.405347456152992,3.989674189929096,4.385212073945004,8.102336481181112,11.448290736401228,14.13573125748929,19.50493619516028,957,95.7
Day_102,47.0,10.26047161528784,4.448212699948063,0.3276602656752638,8.013305059780386,9.86519517463655,13.51883652339989,20.61992577094078,953,95.3
Day_103,39.0,10.540543258492875,4.553382783226348,1.086805175629382,8.37124801187948,10.691487277241936,13.413300519708082,19.39466239227148,961,96.1
Day_104,50.0,10.55532306768368,4.944305355570097,0.8368712924094813,8.028350863061782,10.021946178471197,13.303972681111466,22.278122525782628,950,95.0
Day_105,39.0,10.220488809252524,5.042823137065006,0.0359261800134529,6.506953083890485,10.305768231511312,14.261441997629959,20.180140424766044,961,96.1
Day_106,47.0,10.941856076593439,4.440980815003222,0.1179041997216203,8.02268274144889,11.044484896893511,13.387772533558515,22.645140511524612,953,95.3
Day_107,36.0,11.31943333586602,5.022430428593998,0.3443283436657471,8.581146760725876,11.154428019452665,14.020927987084974,22.17666423363555,964,96.39999999999999
Day_108,37.0,11.324046598385854,4.2835415484434884,3.653076370806679,6.411937197205791,11.253398658143826,15.566929732784796,17.664323772334573,963,96.3
Day_109,48.0,11.254097683965774,4.3723840133619065,1.451926649831988,8.880437553047056,11.473317354196247,13.475086227419254,25.301280278841094,952,95.19999999999999
Day_110,34.0,10.972264045297306,5.380469622851143,1.8799654851103145,7.637634598896761,10.673810082396486,15.560874494541656,23.862152883400785,966,96.6
Day_111,36.0,10.826396359399888,3.439205492966843,5.11881687639657,8.30618037031094,10.260253634823743,14.102607166194014,18.374976598354213,964,96.39999999999999
Day_112,42.0,9.769775447087763,5.6029736916418,0.1205253261440271,5.843585667496333,9.774840641266135,13.440144248735269,22.07391744315416,958,95.8
Day_113,34.0,10.314520798414074,4.855472039163394,0.6757886840217142,7.23284885920208,9.75761484203682,13.448289455815743,26.159221914263377,966,96.6
Day_114,45.0,11.40317042312176,4.155712729907403,1.0344843142118492,8.954025998975645,11.87710859362639,14.428700955734676,19.05851342121609,955,95.5
Day_115,36.0,11.775669168438974,3.938164960295662,4.278878373604069,8.920433263759774,10.813362421389844,14.13931221959888,21.945942295546725,964,96.39999999999999
Day_116,39.0,10.329924560341974,4.299203956052887,0.2929514211679555,7.9313444669738065,10.956375780425835,12.411961573795326,19.35946208378004,961,96.1
Day_117,35.0,10.227006045105899,4.049596890746841,2.2480218195266373,8.130201713523121,10.482655297198482,13.22048589284808,18.936933636013432,965,96.5
Day_118,49.0,9.375566765797616,4.015260130259025,1.4328820546678027,6.538549919741219,8.93429172794058,12.396298463526026,18.742353426382497,951,95.1
Day_119,45.0,10.423633982979158,3.90723085944457,1.2469207650088543,7.80222226840316,9.841909045339165,13.41079358775356,20.75512638306418,955,95.5
Day_120,37.0,11.109590249339883,4.845700495615795,0.4490084658883042,8.344240863024126,10.844868884804818,14.62228108821916,19.079255497656767,963,96.3
Day_121,45.0,9.879200780009983,4.329756761346432,1.220436519268941,7.033495803092556,9.46802683955734,12.935929972237354,20.28285237570963,955,95.5
Day_122,31.0,10.798763951349581,4.740617453798337,0.5648941376366731,7.905774810166461,10.584251499120288,14.093152008020155,21.429249264672983,969,96.89999999999999
Day_123,36.0,11.445157233998312,3.6303468068736655,4.632037010302959,9.05141052366479,10.780825238282574,13.768772784035274,20.43827275108344,964,96.39999999999999
Day_124,36.0,10.017111319203757,4.206671748683462,0.2540926039825957,7.328774586186985,10.293534863528755,13.462467026685074,18.770601366599227,964,96.39999999999999
Day_125,41.0,11.126400349859336,4.767660930159011,2.6888070213191253,8.251308886152318,10.91961112725402,15.467919443529068,20.47814734736715,959,95.89999999999999
Day_126,48.0,9.937897114508717,3.85652895208032,0.1501010938493372,8.07105731393408,10.443046213177386,12.451200450176334,17.09837467214154,952,95.19999999999999
Day_127,42.0,9.297929285136583,3.929055640980413,0.4707611067569517,7.373934549461513,9.872268218653836,11.418670867223959,16.300158493935772,958,95.8
Day_128,37.0,10.32295944429573,4.399446358764925,1.6064705559021857,7.830639036424024,10.277876649062677,12.444135871386951,23.43700871864785,963,96.3
Day_129,45.0,10.942444497967807,4.179533252783885,3.626471515431508,7.951781654171144,9.65407614421668,14.307702269377062,19.82931722000234,955,95.5
Day_130,46.0,11.66998568254762,4.204691890109267,0.9876911661345136,9.281513595311868,11.834403891849883,14.467998305663713,20.454695774625527,954,95.39999999999999
Day_131,37.0,11.605047180173962,3.4705887869799295,4.249735319056155,9.013277102251392,12.040260101569594,14.438020975247891,17.537415275965895,963,96.3
Day_132,27.0,11.548256110586285,3.9573033003596776,4.830394512044191,8.666353114338435,12.27554408128401,14.046037608238098,18.31032455646411,973,97.3
Day_133,32.0,11.199504792779887,4.25503867612351,1.92285822612358,8.867912658604846,10.388874021618786,12.832426224377656,23.783437302938523,968,96.8
Day_134,39.0,9.707635539519693,4.036642190168651,0.1535610876627543,7.290097642978976,9.582819743914222,11.952525579743853,18.84067104668431,961,96.1
Day_135,26.0,11.213634637941794,4.455040234511854,3.508935683921867,7.480729221816506,11.034879951494144,14.332096642193447,20.874157989414545,974,97.39999999999999
Day_136,36.0,10.585469573073617,4.743380643449997,0.3876404983514207,8.163335098002143,9.782741859073196,12.821962619892517,19.790525991582427,964,96.39999999999999
Day_137,36.0,10.243719205182625,4.598285353278443,0.0886147146981268,8.68599597670307,10.82172737821061,12.932483212096919,19.825246390995368,964,96.39999999999999
Day_138,32.0,10.698116608377816,4.019438946921928,3.497424725737422,7.969869761260526,10.913589921054129,14.222058839872645,16.67157843146463,968,96.8
Day_139,30.0,10.882671869168952,4.901171128168945,3.193414001688169,8.20746392896337,9.945696724176575,13.200833815422914,23.91466566886877,970,97.0
Day_140,34.0,9.917628473285935,3.263321177461005,2.857034245438875,7.585719714093451,9.89180255489992,12.678530367448284,16.529961844950552,966,96.6
Day_141,51.0,9.401323018011315,4.675166463702516,0.5468615824063323,6.823900324604975,8.877063509503333,12.383870956134913,19.867977275827112,949,94.89999999999999
Day_142,36.0,12.242204410062433,4.967165280470184,1.5580368421780242,7.932596749919806,12.42978761195413,15.54086930847351,21.361247345656516,964,96.39999999999999
Day_143,49.0,10.678302712024127,4.7329236370846095,0.717456788365227,6.992672116214033,10.712841933417462,14.157307909800007,23.492354171686348,951,95.1
Day_144,46.0,11.399257716069354,4.7563881281378535,0.5148384831406043,8.293227494582512,12.288456912586955,14.70603257100499,21.11236766675455,954,95.39999999999999
Day_145,43.0,9.62423272093382,5.316794398383435,0.3022028130265856,5.964189166856275,9.925060308018493,12.719088815350112,23.258640002226336,957,95.7
Day_146,27.0,10.945153918326442,4.6545539657780095,1.9875909966600405,8.099628751136985,10.742283316394168,14.208662399150873,19.294253330684477,973,97.3
Day_147,35.0,11.133271315659654,4.371338817364486,0.4544859916376913,8.516186842313944,11.6746213314722,14.23858942679843,18.66144645120941,965,96.5
Day_148,38.0,10.977385322285896,3.4300297625090663,3.290684602851795,8.311933042130569,11.194584670158356,13.0058516138832,18.04912657993818,962,96.2
Day_149,37.0,11.907159205333336,4.327188566753484,1.9321915961291232,9.258023389250049,11.93305202398375,14.554349939530296,20.57375118303002,963,96.3
Day_150,28.0,8.810782110905482,4.22150887985014,0.4609304418730505,6.513426654786425,8.126536675476967,12.108287764425224,17.055538589592008,972,97.2
Day_151,34.0,11.350712413701896,5.055608921487834,0.3032104833910187,8.389137729109736,11.180115220782024,15.239350550972333,20.82882516898957,966,96.6
Day_152,29.0,10.94464341510403,4.613055209105713,1.9302937052088085,7.771160780700369,9.119239167093603,14.862752418404243,20.266994781403195,971,97.1
Day_153,36.0,10.86337353651031,4.830672136916612,0.6350160711772058,7.426987996702776,11.408878281760966,14.444287496409093,21.25232053939809,964,96.39999999999999
Day_154,26.0,9.97264821207104,4.9450415956228335,1.1015547640330188,7.045453157299095,9.0167516957778,13.482913765250483,20.501000861548945,974,97.39999999999999
Day_155,38.0,10.757924039676542,4.449387451193185,3.136738804500893,7.057075851066783,10.467933179078493,14.571949998431261,20.39235397274238,962,96.2
Day_156,29.0,10.642220213019089,5.957721296250123,0.3301816201376881,7.93937168171715,10.623154494053638,14.767442012926228,20.991260613666835,971,97.1
Day_157,37.0,9.376896734990844,4.73739810920088,0.0863471159016051,6.162171413439493,9.07722463521746,12.923861518350709,19.269008473823085,963,96.3
Day_158,33.0,9.923023749291243,3.7234766524996434,0.7550613879394439,8.132196440198019,10.671096427199418,12.395598347300588,16.741331792672256,967,96.7
Day_159,51.0,9.728510851102701,4.371141062428239,0.007868627346419,7.629361871951124,9.736607915083072,12.319778137552598,20.14573320925181,949,94.89999999999999
Day_160,17.0,10.4091684640353,4.735460945893029,0.6215818329695402,8.805523354942945,11.165417958859145,14.211640954538773,17.030733071229246,983,98.3
Day_161,31.0,12.495100194331254,3.9716230095318825,2.764132311126043,9.981786937476851,11.803354046233167,15.056897985704186,20.495123701910924,969,96.89999999999999
Day_162,39.0,10.643506241673641,4.52159899904062,0.3207941735364685,8.270229896506347,10.381232940320142,13.593268039195296,22.002837893499553,961,96.1
Day_163,37.0,10.508372739826514,3.954980082900905,1.485389245709484,8.060529360040148,10.232866043899236,12.771222652300738,20.956642595990868,963,96.3
Day_164,28.0,9.796603332106693,4.179640711114248,2.214651437748243,6.749715988491924,9.81089228026745,12.83040626283927,17.283821790312974,972,97.2
Day_165,32.0,10.342733646128988,4.020545862785993,1.4036548485435851,8.029169607574683,10.243847178434315,12.968823697009734,19.09119777827358,968,96.8
Day_166,35.0,9.097203894871662,4.3233188088060865,2.331797626772532,5.25807587798516,9.221269389825409,11.213376502808693,18.100521312080343,965,96.5
Day_167,31.0,9.545401385848194,4.357550070534698,0.4370104297814596,6.8963759241175175,9.448971041093486,11.677805319715269,19.54655812224171,969,96.89999999999999
Day_168,27.0,10.20167450002285,4.688459497539951,0.350150092461977,7.933611586747008,9.527506431670073,12.80228015703309,20.880834536688347,973,97.3
Day_169,29.0,10.43666936824563,3.573825919735943,0.680115525750026,7.6300225907972,10.551990485844833,12.978399441551376,16.388982501313485,971,97.1
Day_170,34.0,10.153807802840705,4.822699471707134,0.2192721480095908,7.8777454067817505,10.592757278608891,13.181496025480971,18.18230376496616,966,96.6
Day_171,33.0,9.394428958898317,4.669562213813285,0.2222101128896036,6.41262867732047,9.880704106177625,11.902075490031866,19.673979545848688,967,96.7
Day_172,30.0,10.94459501861943,4.193649382474758,1.4167742110471573,8.260197646315689,10.626134286480214,13.855859295979025,20.174181704276887,970,97.0
Day_173,38.0,10.784172618231663,4.859989910281405,0.2293744779875959,8.507406424473604,10.34239173996091,13.81559895843276,22.071280146170984,962,96.2
Day_174,36.0,10.822138688761582,3.367297229884159,2.161423546843757,8.29032917956931,10.448965752505353,13.429067270279788,17.862653898239785,964,96.39999999999999
Day_175,34.0,10.113062475235072,4.174781823955722,0.1080485485406901,8.064185290523747,9.792201830149523,13.056647574741104,17.377674278659462,966,96.6
Day_176,35.0,10.60959499257254,4.966763139481752,0.4385445240807095,7.013418631726608,9.921830410514112,13.522142653148205,20.786553773016234,965,96.5
Day_177,30.0,10.457580942334202,5.811290212874077,0.1097488418249564,6.211998183123457,9.860807319075258,15.030399876873227,19.925779681200677,970,97.0
Day_178,38.0,10.34709824407176,5.111398167324452,0.4466116108135644,7.242637665749763,11.349857497106392,13.62664749340234,19.901348141093056,962,96.2
Day_179,44.0,9.649592149711653,5.213652068572277,0.2785989645052137,7.0108487800057855,10.228015861903746,12.291819714341067,22.38040848637026,956,95.6
Day_180,34.0,10.237825756792851,3.646071048740641,1.0849879951281096,8.329785000173018,10.565191350541989,12.672386623015205,16.233992958559195,966,96.6
Day_181,30.0,11.878543054087078,4.112333424060692,4.430397456970357,8.66826751187621,12.079020968422684,15.028466449982059,19.134821745616033,970,97.0
Day_182,31.0,10.44696134167972,4.348386505696725,2.179471609370534,7.777850449846653,10.782314676761798,13.896219018916678,19.45705698429356,969,96.89999999999999
Day_183,22.0,11.224974628568168,5.47079641811937,0.559695053690255,7.7397433010970245,12.395872497749451,14.37099719893501,21.670599743968335,978,97.8
Day_184,27.0,11.15296651561315,3.4019466487723267,3.898180170867775,9.328230818058005,10.820279450857338,12.85234777592791,16.769194397322316,973,97.3
Day_185,25.0,10.446004861927488,4.874825797950207,0.1404486545146537,7.1999183545227075,10.414971063143778,13.844012293470165,21.748614482236288,975,97.5
Day_186,32.0,10.000347624727551,4.722988723066535,2.7556191753817703,5.872801813025418,10.430667442975432,12.679965710348132,19.740217517156182,968,96.8
Day_187,41.0,10.195270575100345,5.328274288479469,0.3667475618503043,6.662898407808909,9.926369459958543,13.42336220217766,22.38848735591017,959,95.89999999999999
Day_188,34.0,9.60006400210052,4.999868597346131,0.2715510949967668,7.26866304200163,9.164968997268588,12.053323874630763,18.384552449327103,966,96.6
Day_189,35.0,10.410256591131885,4.745957590388802,0.533153206355442,8.826771182725784,10.7097845024852,13.406089942143348,18.833136548841384,965,96.5
Day_190,26.0,10.986143248356942,4.528484603897881,3.5768044515666535,7.887578717031811,10.605410722341048,12.462664198917015,21.25767559708159,974,97.39999999999999
